image_id,label,split,image_path,label_path
ISIC_0031836,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031836.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031836.txt
ISIC_0028113,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028113.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028113.txt
ISIC_0028556,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028556.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028556.txt
ISIC_0026970,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026970.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026970.txt
ISIC_0033747,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0033747.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0033747.txt
ISIC_0032768,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032768.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032768.txt
ISIC_0027915,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027915.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027915.txt
ISIC_0025299,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025299.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025299.txt
ISIC_0027038,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027038.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027038.txt
ISIC_0026574,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026574.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026574.txt
ISIC_0028316,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028316.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028316.txt
ISIC_0033579,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0033579.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0033579.txt
ISIC_0027819,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027819.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027819.txt
ISIC_0028964,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028964.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028964.txt
ISIC_0028113,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028113.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028113.txt
ISIC_0028653,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028653.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028653.txt
ISIC_0025509,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025509.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025509.txt
ISIC_0032384,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032384.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032384.txt
ISIC_0024332,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024332.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024332.txt
ISIC_0026442,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026442.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026442.txt
ISIC_0031442,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031442.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031442.txt
ISIC_0031971,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031971.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031971.txt
ISIC_0024590,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024590.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024590.txt
ISIC_0027004,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027004.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027004.txt
ISIC_0030181,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030181.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030181.txt
ISIC_0031585,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031585.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031585.txt
ISIC_0029501,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029501.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029501.txt
ISIC_0028671,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028671.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028671.txt
ISIC_0025650,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025650.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025650.txt
ISIC_0031712,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031712.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031712.txt
ISIC_0030314,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030314.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030314.txt
ISIC_0032741,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032741.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032741.txt
ISIC_0024360,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024360.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024360.txt
ISIC_0028079,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028079.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028079.txt
ISIC_0027146,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027146.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027146.txt
ISIC_0024634,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024634.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024634.txt
ISIC_0025362,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025362.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025362.txt
ISIC_0031762,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031762.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031762.txt
ISIC_0032991,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032991.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032991.txt
ISIC_0030737,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030737.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030737.txt
ISIC_0029857,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029857.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029857.txt
ISIC_0032857,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032857.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032857.txt
ISIC_0033020,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0033020.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0033020.txt
ISIC_0027433,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027433.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027433.txt
ISIC_0031154,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031154.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031154.txt
ISIC_0030230,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030230.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030230.txt
ISIC_0034223,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0034223.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0034223.txt
ISIC_0033301,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0033301.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0033301.txt
ISIC_0028677,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028677.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028677.txt
ISIC_0031095,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031095.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031095.txt
ISIC_0024331,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024331.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024331.txt
ISIC_0025971,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025971.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025971.txt
ISIC_0025752,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025752.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025752.txt
ISIC_0031400,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031400.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031400.txt
ISIC_0032959,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032959.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032959.txt
ISIC_0031552,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031552.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031552.txt
ISIC_0028670,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028670.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028670.txt
ISIC_0026343,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026343.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026343.txt
ISIC_0028739,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028739.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028739.txt
ISIC_0031526,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031526.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031526.txt
ISIC_0025046,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025046.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025046.txt
ISIC_0032164,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032164.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032164.txt
ISIC_0031041,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031041.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031041.txt
ISIC_0031294,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031294.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031294.txt
ISIC_0032894,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032894.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032894.txt
ISIC_0026192,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026192.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026192.txt
ISIC_0030574,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030574.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030574.txt
ISIC_0027915,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027915.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027915.txt
ISIC_0029323,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029323.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029323.txt
ISIC_0027371,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027371.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027371.txt
ISIC_0025144,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025144.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025144.txt
ISIC_0031272,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031272.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031272.txt
ISIC_0030181,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030181.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030181.txt
ISIC_0031640,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031640.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031640.txt
ISIC_0030514,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030514.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030514.txt
ISIC_0034119,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0034119.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0034119.txt
ISIC_0032414,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032414.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032414.txt
ISIC_0030964,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030964.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030964.txt
ISIC_0025102,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025102.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025102.txt
ISIC_0033205,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0033205.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0033205.txt
ISIC_0028323,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028323.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028323.txt
ISIC_0025601,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025601.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025601.txt
ISIC_0027998,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027998.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027998.txt
ISIC_0032857,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032857.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032857.txt
ISIC_0031266,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031266.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031266.txt
ISIC_0031569,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031569.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031569.txt
ISIC_0032834,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032834.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032834.txt
ISIC_0024590,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024590.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024590.txt
ISIC_0028653,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028653.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028653.txt
ISIC_0028980,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028980.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028980.txt
ISIC_0028937,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028937.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028937.txt
ISIC_0030528,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030528.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030528.txt
ISIC_0034160,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0034160.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0034160.txt
ISIC_0032246,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032246.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032246.txt
ISIC_0024897,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024897.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024897.txt
ISIC_0030528,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030528.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030528.txt
ISIC_0027546,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027546.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027546.txt
ISIC_0030010,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030010.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030010.txt
ISIC_0030181,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030181.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030181.txt
ISIC_0028568,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028568.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028568.txt
ISIC_0029331,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029331.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029331.txt
ISIC_0031531,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031531.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031531.txt
ISIC_0027814,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027814.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027814.txt
ISIC_0032194,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032194.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032194.txt
ISIC_0030954,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030954.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030954.txt
ISIC_0026324,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0026324.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0026324.txt
ISIC_0030813,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030813.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030813.txt
ISIC_0031698,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031698.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031698.txt
ISIC_0024431,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024431.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024431.txt
ISIC_0024550,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024550.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024550.txt
ISIC_0027966,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0027966.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0027966.txt
ISIC_0028980,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028980.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028980.txt
ISIC_0029053,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029053.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029053.txt
ISIC_0028059,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028059.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028059.txt
ISIC_0031824,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031824.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031824.txt
ISIC_0032611,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032611.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032611.txt
ISIC_0034143,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0034143.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0034143.txt
ISIC_0034160,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0034160.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0034160.txt
ISIC_0028168,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028168.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028168.txt
ISIC_0032857,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0032857.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0032857.txt
ISIC_0031597,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0031597.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0031597.txt
ISIC_0030177,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0030177.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0030177.txt
ISIC_0028095,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0028095.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0028095.txt
ISIC_0024984,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0024984.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0024984.txt
ISIC_0029745,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0029745.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0029745.txt
ISIC_0025102,bcc,train,/kaggle/working/balanced_dataset_1/images/train/bcc/ISIC_0025102.jpg,/kaggle/working/balanced_dataset_1/labels/train/bcc/ISIC_0025102.txt
